UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,PEO7ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL1A,LEVEL1B,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,NONCRDT1,NONCRDT2,NONCRDT3,NONCRDT4,NONCRDT5,NONCRDT6,NONCRDT7,NONCRDT8,NONCRDT9,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO521,SLO53,SLO6,SLO7,SLOA,SLO8,SLO81,SLO82,SLO83,SLOB,SLO9,YRSCOLL,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,PRMPGM,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 
131113,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,1,1,1,1,1,1,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",35,"R",35,1,1,0,0,0,0,0,2,-2,1,323,1,323,1,323
131159,0,1,0,0,0,0,0,4,-2,-2,71,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",12.36 ,2,2,1,"R",4214,2,"A",.,"R",10400,"R",6630,"A",.,"R",75,"R",63,1,1,0,0,0,0,0,2,-2,1,128,2,-2,1,128
131283,0,1,1,0,0,0,0,4,-2,-2,30,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",12.00 ,2,2,1,"R",1976,2,"A",.,"R",9590,"R",7080,"A",.,"R",0,"R",60,1,1,0,0,0,0,0,1,186,1,361,1,361,1,361
131399,0,1,1,0,1,0,1,1,8,9,-2,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"R",50,1,1,0,0,0,0,0,2,-2,1,151,2,-2,1,151
131405,0,1,0,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2,2,1,-2,-2,-2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,-2,-2,-2,0,0,1,0,0,-2,0,1,2,-2,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"A",.,"R",150,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
131450,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,-2,-2,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",14.00 ,2,2,1,"R",893,1,"R",15,"R",8000,"R",6800,"A",.,"R",50,"R",75,1,1,0,0,0,0,0,1,366,1,365,1,365,1,365
131469,0,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",7.70 ,2,2,1,"R",7274,2,"A",.,"R",15675,"R",4325,"A",.,"R",80,"R",80,1,1,0,0,0,0,0,2,-2,1,103,1,103,1,103
131496,1,1,1,1,0,0,0,4,-2,-2,30,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",12.00 ,1,2,1,"R",5493,2,"A",.,"R",12144,"R",7280,"A",.,"R",75,"R",90,1,1,0,0,0,0,0,1,128,1,104,1,104,1,104
131520,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",4.00 ,2,2,1,"R",6010,1,"R",19,"A",.,"A",.,"R",15880,"R",45,"R",75,1,1,0,0,0,0,0,1,121,1,121,2,-2,1,121
131803,0,1,0,0,0,0,0,2,-2,-2,-2,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,1,1,1,1,1,1,-2,-2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"R",0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
131830,1,0,-2,0,0,0,0,3,-2,-2,-2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-2,2,2,-2,-2,-2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
131876,0,1,1,0,0,0,0,4,-2,-2,30,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,1,1,0,2,1,"A",. ,2,2,1,"R",240,1,"R",19,"R",4000,"R",7750,"A",.,"R",0,"R",0,1,1,0,0,0,0,0,2,-2,1,327,2,-2,2,-2
131973,1,1,1,0,0,0,0,4,-2,-2,71,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,1,2,2,1,1,2,-2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,-2,-2,-2,1,0,0,1,0,-2,1,0,2,-2,"A",. ,-2,2,1,"R",195,2,"A",.,"R",6716,"R",2390,"A",.,"A",.,"R",60,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
132374,1,1,-2,0,1,1,0,1,4,2,-2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,7,1,1,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
132408,0,1,0,0,0,0,0,4,-2,-2,75,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",124,1,"R",15,"A",.,"A",.,"R",5082,"R",25,"R",25,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
132471,0,1,1,1,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",12.00 ,2,2,1,"R",1265,1,"R",19,"A",.,"A",.,"R",11820,"R",0,"R",30,1,1,0,0,0,0,0,2,-2,1,162,1,162,2,-2
132602,0,1,0,0,0,0,0,4,-2,-2,71,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,-2,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",2300,1,"R",21,"R",7376,"R",3020,"A",.,"R",25,"R",50,1,1,0,0,0,0,0,1,133,1,133,1,133,1,133
132657,0,1,1,0,0,0,0,3,-2,-2,-2,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",20.00 ,2,2,1,"R",1545,1,"R",99,"A",.,"A",.,"R",13200,"R",0,"R",0,1,1,0,0,0,0,0,2,-2,1,162,1,162,1,162
132675,1,1,-2,1,1,1,0,1,4,0,-2,1,1,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
132693,1,1,0,0,0,0,0,1,2,0,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,"R",4.70 ,2,1,1,"R",96,3,"A",.,"R",7000,"A",.,"A",.,"R",30,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
132709,1,1,0,0,1,0,0,1,2,0,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",35,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
132842,0,1,1,0,0,0,0,3,-2,-2,-2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,3,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",25,"R",50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
132851,1,1,0,0,1,0,0,1,2,0,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",30,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
132879,0,1,0,0,0,0,0,4,-2,-2,48,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,"R",5.37 ,2,2,1,"R",221,1,"R",17,"R",3600,"R",4040,"A",.,"R",35,"A",.,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2
132903,0,1,0,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",7582,1,"R",21,"R",5670,"R",4600,"A",.,"R",30,"R",30,1,1,0,0,0,0,0,1,372,1,372,1,372,1,372
132976,1,0,-2,0,0,1,0,1,2,0,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",25,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
133021,1,1,0,1,1,0,0,1,2,0,-2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-2,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,1,"R",99,3,"A",.,"R",1450,"A",.,"A",.,"R",20,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
133155,1,0,-2,0,0,0,0,1,4,2,-2,1,1,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,"R",4.00 ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",40,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
133386,1,1,1,1,1,0,0,1,2,0,-2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
133465,0,1,0,0,0,0,0,2,-2,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,-2,-2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",75,"R",75,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
133492,0,1,0,0,0,0,0,4,-2,-2,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,2,1,1,2,-2,-2,2,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,"R",20.00 ,2,2,1,"R",1780,2,"A",.,"R",7246,"R",6608,"A",.,"R",40,"A",.,1,1,0,0,0,0,0,2,-2,1,162,1,162,2,-2
133508,1,1,0,1,1,0,1,1,2,0,-2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,1,"R",402,3,"A",.,"R",7060,"A",.,"A",.,"R",30,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
133526,0,1,0,0,0,0,0,4,-2,-2,51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",7.00 ,2,2,1,"R",626,1,"R",19,"R",3788,"R",4222,"A",.,"R",25,"R",25,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161
133553,1,1,0,0,0,0,1,3,-2,-2,-2,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,2,2,"R",6.70 ,2,2,1,"R",3503,2,"A",.,"R",7700,"R",5174,"A",.,"R",50,"R",50,1,1,1,0,0,0,0,2,-2,1,333,1,333,1,333
133650,0,1,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,4,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",2450,1,"R",9,"R",6528,"R",5116,"A",.,"R",35,"R",30,1,1,0,0,0,0,0,1,121,1,121,1,121,1,121
133669,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",4.62 ,2,1,1,"R",5131,1,"R",19,"R",6100,"R",4065,"A",.,"R",30,"R",30,1,1,0,0,0,0,0,1,111,1,111,1,111,1,111
133702,1,1,0,1,1,1,0,1,2,0,-2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,1,"R",20,3,"A",.,"R",7200,"A",.,"A",.,"R",25,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
133711,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,1,1,0,2,2,"R",8.40 ,2,2,1,"R",1220,1,"R",19,"R",7100,"R",6490,"A",.,"R",50,"R",0,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157
133809,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,2,2,-2,-2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,"R",4.67 ,2,2,1,"R",608,1,"R",20,"R",6000,"R",4200,"A",.,"R",50,"A",.,1,0,1,0,0,0,0,2,-2,1,377,2,-2,1,377
133845,1,1,-2,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6,1,1,-2,1,1,-2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
133854,1,1,-2,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
133863,1,1,-2,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
133872,0,1,0,0,0,0,1,4,-2,-2,95,1,0,1,0,1,0,1,1,1,0,0,0,1,0,3,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",174,3,"A",.,"R",6600,"A",.,"A",.,"R",20,"R",100,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
133881,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",8.58 ,2,2,1,"R",2031,2,"A",.,"R",7638,"R",6160,"A",.,"R",0,"R",50,1,1,0,0,0,0,0,2,-2,1,162,1,162,1,162
